"site_code","year","tag","date","field_team","unhealthy","cow","n_small_trees","n_medium_trees","n_small_dead","n_medium_dead","n_dead_down","n_standing_dead","site_notes","n_aspen_trees_surveyed","n_tree_species","plot_radius_m","plot_area_m2","n_adult_dead","n_adult_damaged","n_standing","n_fallen","n_standing_dead_full_survey","n_alive","dbh_center_live","dbh_mean_live","basal_area_live_m2","basal_area_density_live","plot_area_m2_derived","n_standing_in_previous_survey","n_still_standing_in_current_year","n","FRACTION_STANDING_AFTER_NUM_YEARS","pfailure","expected_fallen_dead","n_adult_dead_w_background_mortality_estimate","n_adult_dead_or_damaged","n_adult_dead_per_m2","n_adult_damaged_per_m2","n_adult_dead_or_damaged_per_m2","n_standing_dead_per_m2","n_adult_dead_w_background_mortality_estimate_per_m2","frac_adult_dead","frac_adult_damaged","frac_adult_dead_or_damaged","frac_standing_dead","frac_adult_dead_w_background_mortality_estimate","frac_adult_dead_per_m2","frac_adult_damaged_per_m2","frac_adult_dead_or_damaged_per_m2","frac_standing_dead_per_m2","frac_adult_dead_w_background_mortality_estimate_per_m2"
"KTDS",2018,132,2018-06-29,NA,0,0,1,1,NA,NA,NA,0,NA,11,1,6.6,136.847775990371,0,1,11,0,0,11,23.9,26.2363636363636,0.667516182256799,0.00487780073461892,136.847775990371,NA,NA,NA,NA,NA,NA,0,1,0,0.00730738948998601,0.00730738948998601,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.000664308135453274,0.000664308135453274,0,0
"KTDS",2023,132,2023-07-11,"HL VM",0,0,0,1,0,0,4,0,NA,1,1,NA,NA,0,NA,1,0,0,1,24.4,NA,0.0467594650560305,NA,136.847775990371,11,11,5,NA,NA,0.767023423802733,0.767023423802733,NA,0,NA,NA,0,0.00560493890566918,0,NA,NA,0,0.0697294021638848,0,NA,NA,0,0.00050953990051538
"KVEI",2018,64,2018-06-26,NA,NA,NA,4,0,NA,NA,NA,2,NA,11,1,3.8,45.3645979178366,2,0,11,0,2,9,32.1,25.2333333333333,0.465434020212798,0.0102598511080332,45.3645979178366,NA,NA,NA,NA,NA,NA,2,2,0.0440872418537106,0,0.0440872418537106,0.0440872418537106,0.0440872418537106,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.00400793107761006,0,0.00400793107761006,0.0440872418537106,0.00400793107761006
"KXAYQ",2018,383,2018-07-20,NA,0,1,5,0,NA,NA,NA,0,NA,11,1,7.2,162.860163162095,0,0,11,0,0,11,23.4,26.7545454545455,0.628394714339808,0.00385849247685185,162.860163162095,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KXAYQ",2020,383,2020-08-25,"Ben and Courtenay",0,1,8,0,0,0,6,0,NA,11,1,7.2,162.860163162095,0,1,11,0,0,11,23.6,27.1454545454545,0.646301007067107,0.00396844135802469,162.860163162095,11,11,2,1,0,0.313477534090597,0,1,0,0.00614023700200213,0.00614023700200213,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.000558203363818376,0.000558203363818376,0,0
"KZXQJ",2018,478,2018-07-26,NA,0,0,1,1,NA,NA,NA,4,NA,11,1,4.6,66.47610054996,4,0,11,0,4,7,24.8,23.2428571428571,0.359012569072444,0.00540062618147448,66.47610054996,NA,NA,NA,NA,NA,NA,4,4,0.0601720011689586,0,0.0601720011689586,0.0601720011689586,0.0601720011689586,0.363636363636364,0,0.363636363636364,4,0.363636363636364,0.00547018192445078,0,0.00547018192445078,0.0601720011689586,0.00547018192445078
"KZXQJ",2020,478,2020-07-22,"Gavin + Ben",0,0,1,1,0,0,3,4,NA,11,1,4.8,72.3822947387088,4,1,11,0,4,7,25.3,23.7,0.371294625551653,0.00512963324652778,72.3822947387088,11,11,2,1,0,0.313477534090597,4,5,0.0552621330180192,0.0138155332545048,0.069077666272524,0.0552621330180192,0.0552621330180192,0.363636363636364,0.0909090909090909,0.454545454545455,4,0.363636363636364,0.00502383027436538,0.00125595756859135,0.00627978784295673,0.0552621330180192,0.00502383027436538
"KZXQJ",2023,478,2023-07-11,"EC MB",1,0,4,1,0,0,0,0,"hammer lost at last site",1,1,NA,NA,0,NA,1,0,0,1,26.4,NA,0.0547391103961485,NA,66.47610054996,11,11,3,NA,NA,0.466850165968275,0.466850165968275,NA,0,NA,NA,0,0.00702282718309288,0,NA,NA,0,0.0424409241789341,0,NA,NA,0,0.000638438834826626
"LCMG",2018,217,2018-07-06,NA,NA,NA,0,0,NA,NA,NA,0,NA,11,1,5.2,84.948665353068,0,0,11,0,0,11,27.8,26.9545454545455,0.684692054692137,0.00806006841715976,84.948665353068,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCMG",2023,217,2023-07-10,"HL, VM",0,0,0,0,0,0,0,0,NA,1,1,NA,NA,0,NA,1,0,0,1,28.4,NA,0.0633470742669846,NA,84.948665353068,11,11,5,NA,NA,0.767023423802733,0.767023423802733,NA,0,NA,NA,0,0.00902925808916233,0,NA,NA,0,0.0697294021638848,0,NA,NA,0,0.000820841644469302
"LEVO",2018,42,2018-06-25,NA,NA,NA,1,0,NA,NA,NA,1,NA,11,1,5,78.5398163397448,1,0,11,0,1,10,34.1,26.59,0.600802106063329,0.00764965,78.5398163397448,NA,NA,NA,NA,NA,NA,1,1,0.0127323954473516,0,0.0127323954473516,0.0127323954473516,0.0127323954473516,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00115749049521378,0,0.00115749049521378,0.0127323954473516,0.00115749049521378
"LGOK",2018,110,2018-06-28,NA,NA,NA,2,0,NA,NA,NA,0,NA,11,1,5.5,95.0331777710912,0,0,11,0,0,11,33.2,19.5636363636364,0.381050056139213,0.00400965289256198,95.0331777710912,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LGOK",2023,110,2023-07-14,"MB HL",1,0,0,0,1,0,0,2,"borderline, some orange striping",1,1,NA,NA,2,NA,1,0,0,1,33.3,NA,0.0870920169409796,NA,95.0331777710912,11,11,5,NA,NA,0.767023423802733,2.76702342380273,NA,0.0210452817311597,NA,NA,0.0210452817311597,0.0291163937553233,0.181818181818182,NA,NA,0.181818181818182,0.251547583982067,0.00191320743010543,NA,NA,0.00191320743010543,0.00264694488684758
"LGUH",2018,148,2018-07-02,NA,NA,NA,4,3,NA,NA,NA,2,NA,11,1,5.2,84.948665353068,2,2,11,0,2,9,20.1,17.9444444444444,0.260138794282339,0.00306230584319527,84.948665353068,NA,NA,NA,NA,NA,NA,2,4,0.0235436306348958,0.0235436306348958,0.0470872612697915,0.0235436306348958,0.0235436306348958,0.181818181818182,0.181818181818182,0.363636363636364,2,0.181818181818182,0.0021403300577178,0.0021403300577178,0.00428066011543559,0.0235436306348958,0.0021403300577178
"LGUH",2023,148,2023-07-18,"HL, VM",0,0,2,2,0,0,0,2,NA,1,1,NA,NA,2,NA,1,0,0,1,20.9,NA,0.0343069771753639,NA,84.948665353068,11,11,5,NA,NA,0.767023423802733,2.76702342380273,NA,0.0235436306348958,NA,NA,0.0235436306348958,0.0325728887240581,0.181818181818182,NA,NA,0.181818181818182,0.251547583982067,0.0021403300577178,NA,NA,0.0021403300577178,0.0029611717021871
"LHZH",2018,225,2018-07-06,NA,NA,NA,1,1,NA,NA,NA,1,NA,10,1,7.2,162.860163162095,1,0,10,0,1,9,9.8,16.9777777777778,0.257662433873147,0.00158210841049383,162.860163162095,NA,NA,NA,NA,NA,NA,1,1,0.00614023700200213,0,0.00614023700200213,0.00614023700200213,0.00614023700200213,0.1,0,0.1,1,0.1,0.000614023700200213,0,0.000614023700200213,0.00614023700200213,0.000614023700200213
"LHZH",2023,225,2023-07-10,"HL, VM",0,0,4,0,0,0,4,0,NA,1,1,NA,NA,0,NA,1,0,0,1,10.8,NA,0.00916088417786784,NA,162.860163162095,10,10,5,NA,NA,0.697294021638848,0.697294021638848,NA,0,NA,NA,0,0.00428155055294173,0,NA,NA,0,0.0633903656035316,0,NA,NA,0,0.000389231868449248
"LIAHQ",2018,382,2018-07-20,NA,NA,1,4,0,NA,NA,NA,1,NA,11,1,4.4,60.8212337734984,1,0,11,0,1,10,22,13.01,0.163578802481604,0.00268950154958678,60.8212337734984,NA,NA,NA,NA,NA,NA,1,1,0.0164416263524685,0,0.0164416263524685,0.0164416263524685,0.0164416263524685,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00149469330476987,0,0.00149469330476987,0.0164416263524685,0.00149469330476987
"LIAHQ",2020,382,2020-08-25,"Ben and Courtenay",0,0,1,0,0,0,13,1,NA,12,1,4.4,60.8212337734984,1,2,12,0,1,11,22,12.9272727272727,0.175167352382533,0.00288003615702479,60.8212337734984,11,11,2,1,0,0.313477534090597,1,3,0.0164416263524685,0.032883252704937,0.0493248790574056,0.0164416263524685,0.0164416263524685,0.0833333333333333,0.166666666666667,0.25,1,0.0833333333333333,0.00137013552937238,0.00274027105874475,0.00411040658811713,0.0164416263524685,0.00137013552937238
"LLTM",2018,256,2018-07-10,NA,NA,NA,0,0,NA,NA,NA,2,NA,11,1,4.2,55.4176944093239,4,0,11,0,2,9,26.2,16.8857142857143,0.173191290603425,0.00312519841269841,55.4176944093239,NA,NA,NA,NA,NA,NA,4,4,0.0721791125133312,0,0.0721791125133312,0.0360895562566656,0.0721791125133312,0.363636363636364,0,0.363636363636364,2,0.363636363636364,0.00656173750121193,0,0.00656173750121193,0.0360895562566656,0.00656173750121193
"LLTM",2023,256,2023-07-12,"EC AB MW",1,0,3,0,0,1,4,5,NA,1,1,NA,NA,5,NA,1,0,0,1,27.1,NA,0.057680426518072,NA,55.4176944093239,11,11,5,NA,NA,0.767023423802733,5.76702342380273,NA,0.090223890641664,NA,NA,0.090223890641664,0.104064658143419,0.454545454545455,NA,NA,0.454545454545455,0.524274856709339,0.00820217187651491,NA,NA,0.00820217187651491,0.0094604234675835
"LNCL",2018,214,2018-07-06,NA,NA,NA,0,0,NA,NA,NA,0,NA,10,1,4.4,60.8212337734984,0,0,10,0,0,10,24.8,22.58,0.41666157966398,0.00685059400826446,60.8212337734984,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LNCL",2023,214,2023-07-10,"HL, VM",0,0,0,0,0,0,2,0,NA,1,1,NA,NA,0,NA,1,0,0,1,24.8,NA,0.0483051286415967,NA,60.8212337734984,10,10,5,NA,NA,0.697294021638848,0.697294021638848,NA,0,NA,NA,0,0.011464647761596,0,NA,NA,0,0.0633903656035316,0,NA,NA,0,0.00104224070559964
"LNEUS",2018,462,2018-07-25,NA,0,0,11,5,NA,NA,NA,0,NA,11,1,3.7,43.0084034276443,0,0,11,0,0,11,6.7,7.19090909090909,0.0500997634449598,0.00116488312636961,43.0084034276443,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LNEUS",2020,462,2020-07-28,"Gavin + Nicole",0,0,6,11,3,2,6,0,"lots of metal junk from upper gully. Real Holler!",13,1,3.6,40.7150407905237,0,1,13,0,0,13,10.4,7.32307692307692,0.0628946849248677,0.00154475308641975,40.7150407905237,11,11,2,1,0,0.313477534090597,0,1,0,0.0245609480080085,0.0245609480080085,0,0,0,0.0769230769230769,0.0769230769230769,0,0,0,0.00188930369292373,0.00188930369292373,0,0
"LNEUS",2023,462,2023-07-25,"HL, VM",0,0,2,13,0,1,6,1,"metal junk still here",1,1,NA,NA,1,NA,1,0,0,1,11,NA,0.00950331777710912,NA,43.0084034276443,13,13,3,NA,NA,0.551732014326143,1.55173201432614,NA,0.0232512699915114,NA,NA,0.0232512699915114,0.0360797400195689,0.0909090909090909,NA,NA,0.0909090909090909,0.141066546756922,0.00211375181741012,NA,NA,0.00211375181741012,0.00327997636541536
"LQDNH",2018,294,2018-07-13,NA,1,0,17,2,NA,NA,NA,1,"Site in clearing. Possibly unhealthy.",11,1,11.6,422.732707467043,5,4,11,0,1,10,24.1,24.05,0.273898970105063,0.000647924717598097,422.732707467043,NA,NA,NA,NA,NA,NA,5,9,0.0118278049265677,0.00946224394125418,0.0212900488678219,0.00236556098531355,0.0118278049265677,0.454545454545455,0.363636363636364,0.818181818181818,1,0.454545454545455,0.00107525499332434,0.000860203994659471,0.00193545898798381,0.00236556098531355,0.00107525499332434
"LQDNH",2020,294,2020-07-06,"Nicole, Roxy, Gabriel",1,0,10,1,NA,NA,3,1,"clearing. Possibly",11,1,11.8,437.435361085843,5,4,11,0,1,10,25.4,24.4666666666667,0.283500462652597,0.000648096811261132,437.435361085843,11,11,2,1,0,0.313477534090597,5,9,0.0114302602048187,0.00914420816385495,0.0205744683686736,0.00228605204096374,0.0114302602048187,0.454545454545455,0.363636363636364,0.818181818181818,1,0.454545454545455,0.00103911456407443,0.00083129165125954,0.00187040621533397,0.00228605204096374,0.00103911456407443
"LQDNH",2023,294,2023-07-02,"EC, VM, HL",1,1,7,6,2,1,5,4,"open clearing",14,1,13.7,589.645525152268,5,4,11,3,0,11,25.4,25.9,0.478920877474659,0.000812218285470723,589.645525152268,11,8,3,0.727272727272727,0.100703193922606,0.466850165968275,5,9,0.00847967089839072,0.00678373671871257,0.0152634076171033,0.00678373671871257,0.00847967089839072,0.357142857142857,0.285714285714286,0.642857142857143,4,0.357142857142857,0.00060569077845648,0.000484552622765184,0.00109024340122166,0.00678373671871257,0.00060569077845648
"LRPJC",2018,451,2018-07-24,NA,1,0,1,1,NA,NA,NA,1,NA,11,1,6.6,136.847775990371,1,4,11,0,1,10,29.1,25.04,0.583564972571245,0.00426433654729109,136.847775990371,NA,NA,NA,NA,NA,NA,1,5,0.00730738948998601,0.0292295579599441,0.0365369474499301,0.00730738948998601,0.00730738948998601,0.0909090909090909,0.363636363636364,0.454545454545455,1,0.0909090909090909,0.000664308135453274,0.0026572325418131,0.00332154067726637,0.00730738948998601,0.000664308135453274
"LRPJC",2020,451,2020-08-13,"Gavin and Erin",1,1,1,2,0,0,3,3,"BEES! Lots of hyssop",13,1,7,153.9380400259,3,8,13,0,3,10,29.7,24.18,0.581180503747171,0.00377541836734694,153.9380400259,11,11,2,1,0,0.313477534090597,3,11,0.0194883603785994,0.0519689610095985,0.0714573213881979,0.0194883603785994,0.0194883603785994,0.230769230769231,0.615384615384615,0.846153846153846,3,0.230769230769231,0.00149910464450765,0.00399761238535373,0.00549671702986138,0.0194883603785994,0.00149910464450765
"LRPJC",2023,451,2023-06-29,"EC CP",1,1,0,1,0,0,4,3,NA,13,1,7,153.9380400259,4,4,12,1,3,9,NA,20.5555555555556,0.4010572889536,0.00260531632653061,153.9380400259,13,12,3,0.923076923076923,0.0263040398842665,0.551732014326143,4,8,0.0259844805047992,0.0259844805047992,0.0519689610095985,0.0194883603785994,0.0259844805047992,0.307692307692308,0.307692307692308,0.615384615384615,3,0.307692307692308,0.00199880619267687,0.00199880619267687,0.00399761238535373,0.0194883603785994,0.00199880619267687
"LXOGB",2018,494,2018-07-27,NA,0,0,4,0,NA,NA,NA,1,NA,11,1,3.8,45.3645979178366,1,0,11,0,1,10,22.9,18.82,0.37819906080608,0.00833687673130194,45.3645979178366,NA,NA,NA,NA,NA,NA,1,1,0.0220436209268553,0,0.0220436209268553,0.0220436209268553,0.0220436209268553,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00200396553880503,0,0.00200396553880503,0.0220436209268553,0.00200396553880503
"LXOGB",2020,494,2020-07-14,"Gavin, Courtenay, Aiden",0,0,10,0,0,0,4,1,NA,13,1,3.9,47.7836242611007,1,1,13,0,1,12,23.3,18.0833333333333,0.424009764880727,0.00887353714661407,47.7836242611007,11,11,2,1,0,0.313477534090597,1,2,0.0209276716754629,0.0209276716754629,0.0418553433509258,0.0209276716754629,0.0209276716754629,0.0769230769230769,0.0769230769230769,0.153846153846154,1,0.0769230769230769,0.00160982089811253,0.00160982089811253,0.00321964179622506,0.0209276716754629,0.00160982089811253
"LXOGB",2023,494,2023-08-10,"CR, BB",0,0,3,0,0,0,3,0,"no bear unlike last time! distances measured by tape",15,1,4.2,55.4176944093239,3,1,14,1,2,12,23.5,16.8666666666667,0.351132669299078,0.00633611111111111,55.4176944093239,13,12,3,0.923076923076923,0.0263040398842665,0.551732014326143,3,4,0.0541343343849984,0.0180447781283328,0.0721791125133312,0,0.0541343343849984,0.2,0.0666666666666667,0.266666666666667,0,0.2,0.00360895562566656,0.00120298520855552,0.00481194083422208,0,0.00360895562566656
"MCBRM01",2018,490,2018-07-27,NA,0,0,0,0,NA,NA,NA,2,"Mt Crested Butte river meanders - past fenceline 50m",11,1,4.6,66.47610054996,2,0,11,0,2,9,24.5,22.6555555555556,0.371699891003967,0.00559148156899811,66.47610054996,NA,NA,NA,NA,NA,NA,2,2,0.0300860005844793,0,0.0300860005844793,0.0300860005844793,0.0300860005844793,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.00273509096222539,0,0.00273509096222539,0.0300860005844793,0.00273509096222539
"MCBRM01",2020,490,2020-07-21,"Gavin, Courtenay",0,1,0,0,0,0,15,2,"Mt CB river meanders past fenceline 50m",11,1,4.4,60.8212337734984,2,1,11,0,2,9,24.8,22.9333333333333,0.38048299866524,0.00625575929752066,60.8212337734984,11,11,2,1,0,0.313477534090597,2,3,0.032883252704937,0.0164416263524685,0.0493248790574056,0.032883252704937,0.032883252704937,0.181818181818182,0.0909090909090909,0.272727272727273,2,0.181818181818182,0.00298938660953973,0.00149469330476987,0.0044840799143096,0.032883252704937,0.00298938660953973
"MCBRM01",2023,490,2023-06-27,"EC CP",1,1,4,0,0,0,16,4,"Access notes: take maintenance road down to river-level, until diractly below site, then walk up. Lots of standing dead",1,1,NA,NA,4,NA,1,0,0,1,25.6,NA,0.0514718540364152,NA,66.47610054996,11,11,3,NA,NA,0.466850165968275,4.46685016596827,NA,0.0601720011689586,NA,NA,0.0601720011689586,0.0671948283520514,0.363636363636364,NA,NA,0.363636363636364,0.406077287815298,0.00547018192445078,NA,NA,0.00547018192445078,0.0061086207592774
"MCBSA01",2018,492,2018-07-27,NA,1,1,8,0,NA,NA,NA,1,"Mt Crested Butte ski area. small stand, some lodgepole nearby. damaged.",11,1,3.3,34.2119439975928,1,6,11,0,1,10,17.6,12.06,0.12845815280896,0.00375477502295684,34.2119439975928,NA,NA,NA,NA,NA,NA,1,7,0.0292295579599441,0.175377347759664,0.204606905719608,0.0292295579599441,0.0292295579599441,0.0909090909090909,0.545454545454545,0.636363636363636,1,0.0909090909090909,0.0026572325418131,0.0159433952508786,0.0186006277926917,0.0292295579599441,0.0026572325418131
"MCBSA01",2020,492,2020-07-21,"Gavin, Courtenay",1,1,11,0,2,0,6,0,"Mt CB Ski area. Small stand, some lodgepole pines nearby, damaged",11,1,3.3,34.2119439975928,1,10,11,0,0,11,17.8,12.65,0.138334534713683,0.00404345730027548,34.2119439975928,11,11,2,1,0,0.313477534090597,1,11,0.0292295579599441,0.292295579599441,0.321525137559385,0,0.0292295579599441,0.0909090909090909,0.909090909090909,1,0,0.0909090909090909,0.0026572325418131,0.026572325418131,0.0292295579599441,0,0.0026572325418131
"MCBSA01",2023,492,2023-08-10,"BB, CR",1,1,3,0,2,1,4,1,"Mt CB ski area. Small stand, some lodgepole pines nearby, damaged. Distances by tape",13,1,4.5,63.6172512351933,3,9,13,0,2,11,17.9,13.75,0.163228514900728,0.00256579012345679,63.6172512351933,11,11,3,1,0,0.466850165968275,3,12,0.0471570201753764,0.141471060526129,0.188628080701506,0.0157190067251255,0.0471570201753764,0.230769230769231,0.692307692307692,0.923076923076923,1,0.230769230769231,0.00362746309041357,0.0108823892712407,0.0145098523616543,0.0157190067251255,0.00362746309041357
"MCTH",2018,128,2018-06-29,NA,0,0,4,4,NA,NA,NA,0,NA,11,1,7.3,167.4154725098,0,1,11,0,0,11,34.9,29.1909090909091,0.798287332656964,0.00476830080690561,167.4154725098,NA,NA,NA,NA,NA,NA,0,1,0,0.00597316356133966,0.00597316356133966,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.000543014869212697,0.000543014869212697,0,0
"MCTH",2023,128,2023-07-14,"MB, HL",1,0,3,2,1,1,9,2,"lots of splits, a little drippy",1,1,NA,NA,2,NA,0,1,0,0,NA,NA,NA,NA,167.4154725098,11,10,5,NA,NA,0.767023423802733,2.76702342380273,NA,0.0119463271226793,NA,NA,0.0119463271226793,0.0165278834884318,0.181818181818182,NA,NA,0.181818181818182,0.251547583982067,0.00108602973842539,NA,NA,0.00108602973842539,0.00150253486258471
"MEMNL01",2018,341,2018-07-17,NA,1,0,19,5,NA,NA,NA,5,"Damaged stand",11,1,7.3,167.4154725098,5,1,11,0,5,6,20.2,19.5,0.184238701169773,0.00110048789641584,167.4154725098,NA,NA,NA,NA,NA,NA,5,6,0.0298658178066983,0.00597316356133966,0.035838981368038,0.0298658178066983,0.0298658178066983,0.454545454545455,0.0909090909090909,0.545454545454545,5,0.454545454545455,0.00271507434606348,0.000543014869212697,0.00325808921527618,0.0298658178066983,0.00271507434606348
"MEMNL01",2020,341,2020-08-17,"Ben and Courtenay",1,0,11,5,8,1,6,4,"Wasp nest on ground, damaged stand*",12,1,7.3,167.4154725098,5,5,11,1,4,7,20.4,20.3142857142857,0.233123453655957,0.00139248451867142,167.4154725098,11,10,2,0.909090909090909,0.0465361826677765,0.313477534090597,5,10,0.0298658178066983,0.0298658178066983,0.0597316356133966,0.0238926542453587,0.0298658178066983,0.416666666666667,0.416666666666667,0.833333333333333,4,0.416666666666667,0.00248881815055819,0.00248881815055819,0.00497763630111639,0.0238926542453587,0.00248881815055819
"MEMNL01",2023,341,2023-07-18,"EC, MB",1,0,16,4,3,2,6,3,"herbivory on all saplings",1,1,NA,NA,3,NA,1,0,0,1,20.8,NA,0.0339794661412272,NA,167.4154725098,11,12,3,NA,NA,0.466850165968275,3.46685016596827,NA,0.017919490684019,NA,NA,0.017919490684019,0.0207080630839861,0.272727272727273,NA,NA,0.272727272727273,0.315168196906207,0.00162904460763809,NA,NA,0.00162904460763809,0.00188255118945328
"MEMRS01",2018,330,2018-07-17,NA,NA,NA,15,0,NA,NA,NA,1,NA,11,1,4.4,60.8212337734984,1,0,11,0,1,10,11.2,14.56,0.189002926428942,0.00310751549586777,60.8212337734984,NA,NA,NA,NA,NA,NA,1,1,0.0164416263524685,0,0.0164416263524685,0.0164416263524685,0.0164416263524685,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00149469330476987,0,0.00149469330476987,0.0164416263524685,0.00149469330476987
"MEMRS01",2020,330,2020-07-29,"Gavin + Courtenay + Aidan",0,0,14,1,6,0,0,1,"Renailed in tag. Added a new hole. Lots of leaf hoppers. Most seedlings look like they're dying.",11,1,4.2,55.4176944093239,1,0,11,0,1,10,11.6,14.84,0.195484032073298,0.00352746598639456,55.4176944093239,11,11,2,1,0,0.313477534090597,1,1,0.0180447781283328,0,0.0180447781283328,0.0180447781283328,0.0180447781283328,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00164043437530298,0,0.00164043437530298,0.0180447781283328,0.00164043437530298
"MEMRS01",2023,330,2023-07-18,"EC, MB",0,0,21,3,12,0,0,1,"some small conifgers. many dead seedlings but also resprouts",11,1,4.2,55.4176944093239,1,0,11,0,1,10,12.3,15.45,0.209654971135478,0.00378317743764172,55.4176944093239,11,11,3,1,0,0.466850165968275,1,1,0.0180447781283328,0,0.0180447781283328,0.0180447781283328,0.0180447781283328,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00164043437530298,0,0.00164043437530298,0.0180447781283328,0.00164043437530298
"MGGT",2018,237,2018-07-08,NA,0,0,0,0,NA,NA,NA,1,NA,11,1,5.2,84.948665353068,1,0,11,0,1,10,25.6,26.54,0.557392364174189,0.0065615199704142,84.948665353068,NA,NA,NA,NA,NA,NA,1,1,0.0117718153174479,0,0.0117718153174479,0.0117718153174479,0.0117718153174479,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.0010701650288589,0,0.0010701650288589,0.0117718153174479,0.0010701650288589
"MGGT",2023,237,2023-07-12,"EC AB MW",0,0,2,0,0,0,4,2,NA,1,1,NA,NA,2,NA,1,0,0,1,25,NA,0.0490873852123405,NA,84.948665353068,11,11,5,NA,NA,0.767023423802733,2.76702342380273,NA,0.0235436306348958,NA,NA,0.0235436306348958,0.0325728887240581,0.181818181818182,NA,NA,0.181818181818182,0.251547583982067,0.0021403300577178,NA,NA,0.0021403300577178,0.0029611717021871
"MGWO",2018,20,2018-06-23,NA,NA,NA,6,1,NA,NA,NA,2,NA,11,1,7,153.9380400259,2,0,11,0,2,9,26.4,17.7,0.277783549421226,0.00180451530612245,153.9380400259,NA,NA,NA,NA,NA,NA,2,2,0.0129922402523996,0,0.0129922402523996,0.0129922402523996,0.0129922402523996,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.00118111275021815,0,0.00118111275021815,0.0129922402523996,0.00118111275021815
"MGWO",2023,20,2023-06-28,"EC CP",0,0,3,2,0,0,2,3,"sunny clearing - dense understory and recently fallen trees",1,1,NA,NA,3,NA,1,0,0,1,27.6,NA,0.059828490494964,NA,153.9380400259,11,11,5,NA,NA,0.767023423802733,3.76702342380273,NA,0.0194883603785994,NA,NA,0.0194883603785994,0.024471036679231,0.272727272727273,NA,NA,0.272727272727273,0.342456674891157,0.00177166912532722,NA,NA,0.00177166912532722,0.00222463969811191
"MINE",2018,274,2018-07-11,NA,NA,NA,13,0,NA,NA,NA,2,NA,11,1,5.6,98.5203456165759,2,0,11,0,2,9,16.2,16.3555555555556,0.21048984938317,0.00213651147959184,98.5203456165759,NA,NA,NA,NA,NA,NA,2,2,0.0203003753943744,0,0.0203003753943744,0.0203003753943744,0.0203003753943744,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.00184548867221586,0,0.00184548867221586,0.0203003753943744,0.00184548867221586
"MINE",2023,274,2023-07-12,"EC AB MW",0,1,30,0,3,0,5,2,"right off path",1,1,NA,NA,2,NA,1,0,0,1,16.7,NA,0.0219039693789914,NA,98.5203456165759,11,11,5,NA,NA,0.767023423802733,2.76702342380273,NA,0.0203003753943744,NA,NA,0.0203003753943744,0.0280858071141113,0.181818181818182,NA,NA,0.181818181818182,0.251547583982067,0.00184548867221586,NA,NA,0.00184548867221586,0.00255325519219194
"MJNG",2018,181,2018-07-03,NA,NA,NA,3,2,NA,NA,NA,0,NA,11,1,7.7,186.265028431339,0,1,11,0,0,11,43.5,21.7545454545455,0.491964770172364,0.00264120846685782,186.265028431339,NA,NA,NA,NA,NA,NA,0,1,0,0.0053686943191734,0.0053686943191734,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.000488063119924854,0.000488063119924854,0,0
"MJNG",2023,181,2023-07-17,"MB, VM",0,0,1,3,2,1,3,0,NA,1,1,NA,NA,0,NA,1,0,0,1,43.5,NA,0.148616967468882,NA,186.265028431339,11,11,5,NA,NA,0.767023423802733,0.767023423802733,NA,0,NA,NA,0,0.00411791429804266,0,NA,NA,0,0.0697294021638848,0,NA,NA,0,0.000374355845276605
"MJOL",2018,45,2018-06-25,NA,NA,NA,11,1,NA,NA,NA,1,NA,11,1,8.2,211.240690027378,1,2,11,0,1,10,15.8,14.76,0.205669075456236,0.000973624330755503,211.240690027378,NA,NA,NA,NA,NA,NA,1,3,0.00473393643937821,0.00946787287875642,0.0142018093181346,0.00473393643937821,0.00473393643937821,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.000430357858125292,0.000860715716250583,0.00129107357437587,0.00473393643937821,0.000430357858125292
